X1,X2,X3,X4,X5,X6,X7
39.02,35.96,88.66,0,NA,10,13
17.06,-0.04,46.3,18,24,10,18
55.94,55.04,96.78,0,NA,10,8
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,4,NA,10,15
78.08,53.96,43.26,5,NA,10,18
71.06,59,65.67,13,NA,10,22
NA,NA,NA,11,NA,10,19
48.92,46.94,92.84,11,18,7,13
NA,NA,NA,7,NA,10,19
71.6,NA,NA,6,NA,10,17
86,73.04,65.35,4,NA,10,15
80.96,46.94,30.33,3,NA,10,13
NA,NA,NA,23,NA,10,19
44.6,42.8,93.35,0,NA,8,13
46.04,1.94,15.73,14,23,10,20
57.2,51.8,82.12,0,NA,10,13
NA,NA,NA,4,NA,10,21
41,35.96,82.09,6,NA,10,12
64.04,51.08,62.71,11,NA,9,19
41,39.02,92.59,0,NA,10,13
21.02,17.96,87.75,4,NA,2.5,13
35.6,21.2,55.41,0,NA,10,14
82.04,60.08,47.39,5,NA,10,17
84.02,30.92,14.69,4,NA,10,15
82.94,68,60.74,7,NA,10,17
NA,NA,NA,NA,NA,NA,NA
55.04,53.06,93.02,5,NA,2.5,11
68,64.4,88.26,0,NA,9,8
NA,NA,NA,3,NA,6,13
NA,NA,NA,4,NA,10,10
NA,NA,NA,7,NA,10,8
84.02,48.02,28.6,7,NA,10,19
62.06,59,89.7,3,NA,10,11
78.8,68,69.52,5,NA,10,20
33.08,10.04,37.7,0,NA,10,19
55.94,48.02,74.67,7,NA,10,6
70,68,93.37,7,18,1.5,22
NA,NA,NA,4,NA,10,6
75.02,10.94,8.45,13,20,10,10
77,71.96,84.46,5,NA,10,13
39.92,30.92,69.96,6,NA,10,17
39.02,35.96,88.66,8,NA,5,7
48.92,21.92,34.21,9,NA,10,19
NA,NA,NA,3,NA,10,17
14,8.06,76.79,13,19,3,9
NA,NA,NA,7,NA,10,7
39.02,33.98,81.95,0,NA,10,7
NA,NA,NA,7,NA,10,17
37.04,6.08,26.94,8,NA,10,23
78.08,75.02,90.33,0,NA,9,11
60.98,48.02,62.33,17,22,10,8
53.96,51.08,89.95,0,NA,7,12
87.8,68,51.98,15,22,10,17
55.94,46.04,69.3,9,NA,10,10
57.02,33.08,40.22,12,19,10,17
82.04,64.04,54.5,13,NA,10,8
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,5,NA,10,22
59,10.04,14.12,10,17,10,16
60.98,55.94,83.47,8,NA,10,12
87.08,64.94,47.83,7,NA,10,20
57.02,51.98,83.21,5,NA,10,7
62.96,60.08,90.31,0,NA,10,12
51.98,30.92,44.31,9,NA,10,17
NA,NA,NA,6,NA,8,12
NA,NA,NA,8,NA,10,22
71.06,57.92,63.18,16,26,10,23
30.92,21.92,68.92,12,17,10,11
73.94,71.06,90.73,0,NA,10,6
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,5,NA,10,14
66.02,57.02,72.72,4,NA,10,6
69.98,68,93.44,4,NA,5,13
53.96,17.06,23.07,10,NA,10,8
NA,NA,NA,5,NA,10,8
48.92,46.94,92.84,3,NA,10,11
51.08,37.94,60.6,13,NA,10,14
37.94,26.06,61.94,4,NA,10,14
48.02,19.04,31.3,7,NA,10,14
75.02,71.96,90.22,0,NA,7,11
33.98,30.92,88.42,4,NA,9,11
80.96,37.04,20.71,8,14,10,18
5,-11.92,44.58,11,NA,10,17
86,60.98,43.07,7,NA,10,18
51.08,44.06,76.8,8,NA,10,9
59,55.04,86.69,3,NA,6,13
NA,NA,NA,NA,NA,NA,NA
64.94,44.06,46.67,14,23,10,22
NA,NA,NA,NA,NA,NA,NA
42.98,32,64.93,11,NA,10,13
32.9,24.08,69.67,10,NA,10,6
NA,NA,NA,7,NA,10,12
NA,NA,NA,4,NA,10,12
62.96,53.06,70.07,5,NA,9,6
NA,NA,NA,5,NA,10,16
53.06,44.96,73.89,0,NA,10,9
82.94,75.92,79.42,5,NA,10,13
NA,NA,NA,6,NA,4,21
19.94,5,51.68,3,NA,10,6
80.06,60.98,52.19,9,NA,10,16
42.08,32,67.22,8,NA,10,6
61,51.1,69.86,14,NA,10,21
80.96,71.96,74.15,7,NA,10,10
60.08,42.98,53.15,5,NA,10,14
NA,NA,NA,7,NA,10,15
41,33.98,75.88,11,NA,10,17
51.98,23,31.96,10,NA,10,19
41,23,48.39,4,NA,10,15
28.94,6.98,38.85,5,NA,10,18
50,26.96,40.55,7,NA,10,14
62.96,53.06,70.07,10,NA,6,18
60.98,39.02,44.16,0,NA,10,16
37.04,30.02,75.5,3,NA,10,11
81.68,75.02,80.28,11,NA,10,13
80.96,64.94,58.25,8,NA,10,18
80.96,30.92,16.22,8,NA,10,20
57.92,44.06,59.84,6,NA,10,20
55.04,35.06,46.77,4,NA,10,18
44.06,21.92,41.1,13,22,10,15
57.92,57.02,96.81,12,NA,10,12
NA,NA,NA,0,NA,10,11
-9.94,-23.08,51.17,9,NA,10,10
50,32,49.81,4,NA,10,18
57.92,30.92,35.69,3,NA,10,15
NA,NA,NA,10,NA,10,7
42.98,39.02,85.79,4,NA,10,11
78.08,71.06,79.05,6,NA,10,7
NA,NA,NA,5,NA,1,16
50,26.96,40.55,13,NA,10,21
NA,NA,NA,7,NA,9,7
NA,NA,NA,5,NA,10,17
NA,NA,NA,11,NA,10,14
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,4,NA,10,7
39.92,26.96,59.5,9,NA,10,15
55.94,55.94,100,4,NA,6,13
87.98,75.92,67.58,7,NA,10,15
35.96,26.96,69.51,3,NA,10,7
44.06,23,43.02,12,NA,10,11
73.94,64.94,73.49,8,NA,10,9
64.04,39.02,39.65,0,NA,10,8
NA,NA,NA,13,NA,10,17
75.02,60.98,61.66,3,NA,10,7
NA,NA,NA,0,NA,10,19
55.94,51.98,86.52,12,18,10,8
51.08,32,47.85,0,NA,10,13
NA,NA,NA,11,17,10,19
71.06,57.92,63.18,0,NA,10,7
77,55.94,48.19,8,NA,10,17
NA,NA,NA,14,19,10,20
68,48.92,50.44,5,NA,NA,14
55.04,39.02,54.67,9,NA,10,7
46,28.9,51.03,6,NA,10,17
NA,NA,NA,7,NA,9,7
64.9,55.9,72.61,10,NA,10,21
60.98,26.06,26.22,15,23,10,19
84.02,55.04,37.08,12,NA,10,11
NA,NA,NA,2,NA,9,11
NA,NA,NA,4,NA,10,7
33.08,12.92,42.84,8,NA,10,21
37,34,88.78,0,NA,10,6
NA,NA,NA,NA,NA,10,10
NA,NA,NA,9,NA,10,22
71.06,69.98,96.39,15,NA,10,14
78.08,46.04,32.22,4,NA,10,19
NA,NA,NA,9,NA,10,16
NA,NA,NA,10,NA,10,6
NA,NA,NA,4,NA,10,9
87.08,62.96,44.63,5,NA,10,8
NA,NA,NA,7,NA,10,18
50,50,100,0,NA,6,7
73.04,64.94,75.75,4,NA,10,16
78.08,44.06,29.89,9,NA,10,11
26.6,21.2,79.77,11,NA,1.75,21
87.08,71.06,59.05,5,NA,10,18
57.02,51.08,80.49,4,NA,10,6
57.02,55.04,93.08,0,NA,4,10
60.98,30.92,32,8,NA,10,12
42.08,37.04,82.17,0,NA,10,14
55.94,53.06,90.03,8,NA,10,10
71.6,64.4,78.04,11,NA,10,8
53.06,42.98,68.5,3,NA,8,17
37.94,33.98,85.49,11,NA,10,8
84.02,78.08,82.39,4,NA,10,12
59,46.4,62.92,4,NA,7,17
35.06,33.08,92.4,0,NA,10,14
84.92,78.08,80.04,5,NA,8,21
NA,NA,NA,0,NA,7,11
NA,NA,NA,7,NA,10,7
71.06,66.02,84.1,3,NA,10,14
NA,NA,NA,NA,NA,NA,NA
75.02,71.96,90.22,5,NA,6,12
71.06,66.92,86.77,6,NA,7,9
NA,NA,NA,13,NA,10,16
NA,NA,NA,NA,NA,NA,NA
59,57.2,93.74,15,NA,2.5,15
NA,NA,NA,16,NA,10,20
19.04,12.92,76.66,5,NA,10,14
NA,NA,NA,9,NA,10,7
87.08,64.94,47.83,7,NA,10,21
75.92,53.96,46.47,9,NA,10,18
82,62.1,50.97,11,NA,10,16
77,66.02,68.9,0,NA,10,16
57.02,41,54.95,9,NA,10,17
NA,NA,NA,5,NA,10,18
NA,NA,NA,0,NA,1.25,14
NA,NA,NA,11,NA,10,9
30.02,19.04,63.24,8,NA,10,8
64.04,59,83.66,9,NA,10,11
55.04,44.06,66.41,0,NA,10,6
93.92,55.94,28.02,6,NA,10,11
NA,NA,NA,4,NA,10,7
66.92,46.94,48.6,3,NA,8,17
41,30.92,67.09,12,17,7,17
64.94,62.96,93.3,4,NA,4,11
39.02,37.04,92.53,13,21,10,6
69.08,57.02,65.44,6,NA,10,6
32,19.04,58.37,11,NA,10,12
60.98,39.02,44.16,3,NA,10,9
78.98,75.02,87.7,5,NA,8,9
71.06,60.08,68.25,5,NA,10,7
75.92,73.04,90.8,3,NA,6,6
60.98,41,47.7,5,NA,10,16
NA,NA,NA,8,NA,10,18
NA,NA,NA,7,NA,10,13
55.9,51.1,83.88,3,NA,10,14
60.08,42.98,53.15,0,NA,10,6
69.1,60.1,73.03,5,NA,10,11
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0,NA,9,6
28.94,24.98,84.93,7,NA,8,7
53.6,48.2,81.87,10,NA,5,6
NA,NA,NA,NA,NA,NA,NA
73.4,71.6,94.1,0,NA,4,10
53.6,19.4,25.85,3,NA,10,16
89.06,71.96,57.18,6,NA,10,17
55.94,51.08,83.69,6,NA,10,7
55.94,37.04,48.95,7,NA,10,17
NA,NA,NA,2,NA,10,19
37.04,24.98,61.35,14,NA,10,13
30.92,21.02,66.34,3,NA,10,10
84.92,69.98,60.98,13,NA,10,11
39.02,37.04,92.53,0,NA,2.5,19
75.92,55.94,49.95,8,NA,10,19
55.94,30.02,36.96,6,NA,10,16
51.98,32,46.28,3,NA,10,15
81,73,76.7,10,NA,10,15
69.98,35.06,27.62,6,NA,10,21
71.96,35.96,26.76,7,15,10,19
78.98,64.94,62.16,5,NA,10,20
NA,NA,NA,11,NA,10,22
46.94,30.92,53.47,0,NA,10,9
71.06,44.96,39.13,9,NA,10,16
NA,NA,NA,8,NA,10,9
NA,NA,NA,4,NA,9,13
68,64.04,87.16,5,NA,10,11
32,30.2,92.97,4,NA,1.25,8
30.92,28.04,88.92,4,NA,7,10
84.02,66.02,54.77,5,NA,8,21
50,24.8,37.08,8,NA,10,6
NA,NA,NA,NA,NA,NA,NA
59,42.98,55.24,9,NA,10,21
68,53.06,58.8,4,NA,10,15
82.94,71.06,67.44,6,NA,10,19
NA,NA,NA,3,NA,10,19
NA,NA,NA,12,NA,10,17
35.96,10.94,34.99,8,NA,10,21
NA,NA,NA,NA,NA,NA,NA
48.02,44.96,89.08,0,NA,10,10
NA,NA,NA,7,NA,10,8
69.98,60.98,73.11,4,NA,10,16
84.02,66.02,54.77,13,21,9,18
64.04,57.02,77.92,6,NA,10,6
78.08,48.02,34.72,9,NA,10,15
NA,NA,NA,5,NA,10,19
75.02,62.96,66.13,14,NA,10,19
NA,NA,NA,3,NA,10,15
66.02,62.06,87.05,4,NA,10,8
28.94,24.98,84.93,10,NA,7,21
53.06,50,89.31,0,NA,9,13
26.06,15.98,65.21,12,NA,10,11
77,24.08,13.94,0,NA,10,12
68,60.08,75.78,9,NA,10,6
41,24.98,52.56,6,NA,10,16
69.8,41,35.09,9,18,10,20
NA,NA,NA,19,NA,10,18
71.06,69.08,93.47,8,NA,8,12
66.92,60.08,78.66,4,NA,10,9
53.06,44.06,71.4,10,NA,10,10
69.08,42.08,37.49,6,NA,10,21
24.98,15.98,68.2,15,NA,10,15
35.96,28.04,72.66,11,NA,10,14
42.98,37.94,82.24,0,NA,10,14
55.4,41,58.27,3.04,NA,7,10
48.02,12.02,23.06,15,27,10,10
62.6,60.8,93.83,7,NA,4,15
28.94,14,53.13,11,NA,10,11
59,28.04,30.53,3,NA,10,7
39.02,37.04,92.53,3,NA,8,12
69.08,60.98,75.4,8,NA,10,14
78.98,75.02,87.7,5,NA,10,8
87.08,73.94,65.08,0,NA,10,17
81,60.1,49.06,9,NA,10,19
60.8,60.8,100,3,NA,0,11
59,55.94,89.57,8,NA,6,16
57.02,53.06,86.58,5,NA,8,8
NA,NA,NA,5,NA,3,22
42.8,42.8,NA,NA,NA,1,14
32,12.02,43,0,NA,10,15
78.98,64.04,60.23,4,NA,10,24
71.06,66.02,84.1,11,NA,10,10
69.98,60.98,73.11,3,NA,10,14
NA,NA,NA,0,NA,10,9
NA,NA,NA,0,NA,10,5
75.92,69.08,79.37,8,NA,10,10
30.02,28.04,92.23,7,NA,8,6
71.96,68,87.35,0,NA,8,12
NA,NA,NA,3,NA,10,9
60.08,44.96,57.33,3,NA,10,21
53.06,51.98,96.1,0,NA,10,7
NA,NA,NA,5,NA,10,5
39.92,26.96,59.5,4,NA,10,7
37.9,26.1,62.14,12,19,10,16
50,48.02,92.87,5,NA,8,12
46.94,33.08,58.33,7,NA,10,11
82.94,28.94,14.03,7,NA,10,15
77,68,73.78,0,NA,10,14
73.4,71.6,94.1,10,18,6,14
NA,NA,NA,6,NA,10,9
NA,NA,NA,4,NA,3,19
12.92,8.06,80.52,9,NA,8,9
71.06,48.02,43.92,9,NA,10,22
64.94,55.94,72.62,3,NA,7,9
33.98,21.02,58.66,18,NA,10,19
NA,NA,NA,0,NA,10,9
71.96,68,87.35,5,NA,10,8
78.08,66.02,66.48,9,NA,10,7
NA,NA,NA,NA,NA,NA,NA
64.04,53.96,69.72,5,NA,10,9
50,17.06,26.7,13,NA,10,15
44.96,35.06,68.05,0,NA,10,14
42.8,32,NA,NA,NA,10,17
53.06,37.04,54.38,5,NA,10,15
77,44.6,31.62,3,NA,10,8
NA,NA,NA,6,NA,10,0
42.08,35.06,75.98,0,NA,10,8
55.04,35.96,48.47,7,NA,10,10
75.92,64.94,68.78,8,NA,10,18
NA,NA,NA,5,NA,10,20
59,46.94,64.22,9,NA,10,17
NA,NA,NA,5,NA,10,7
26.96,19.04,71.69,7,NA,10,12
39.02,23,52.26,21,36,10,13
NA,NA,NA,11,NA,10,15
NA,NA,NA,NA,NA,NA,NA
82.04,26.06,12.83,8,NA,10,21
70,57.9,65.45,26,35,10,19
71.06,68,90.06,10,NA,4,15
96.08,66.92,38.68,4,NA,10,19
37.94,30.02,72.87,4,NA,10,10
62.96,35.96,36.51,12,NA,10,17
NA,NA,NA,8,NA,10,6
60.98,55.94,83.47,5,NA,10,9
21.02,15.08,77.45,0,NA,10,11
NA,NA,NA,19,NA,10,20
46.4,42.8,87.19,19,25,10,17
NA,NA,NA,5,NA,10,11
82.94,55.04,38.39,0,NA,10,13
39.02,26.06,59.37,5,NA,10,6
21.2,17.6,85.74,0,NA,7,18
NA,NA,NA,4,NA,10,15
NA,NA,NA,6,NA,10,7
62.96,57.92,83.6,6,NA,10,7
77,32,19.3,18,22,10,21
NA,NA,NA,12,NA,10,18
NA,NA,NA,NA,NA,NA,NA
57.92,23,25.74,6,NA,10,17
73.94,69.08,84.8,10,17,0.5,21
NA,NA,NA,4,NA,10,6
73.04,62.96,70.68,12,16,10,16
48.02,42.08,79.79,5,NA,10,10
46.04,33.98,62.56,7,NA,10,10
21.92,15.08,74.56,5,NA,10,13
75.02,30.92,19.73,6,NA,10,19
66.02,60.08,81.15,7,NA,10,8
80.06,77,90.41,5,NA,10,13
33.98,30.02,85.24,14,NA,10,13
71.06,69.08,93.47,12,21,3,19
30.02,17.06,58.08,8,NA,10,20
64,61,89.97,5,NA,6,14
80.06,8.06,6.29,9,NA,10,16
26.06,21.02,80.96,6,NA,10,14
21.02,15.98,80.55,6,NA,10,15
46.4,44.6,93.4,6,NA,2,23
37.04,32,81.8,0,NA,10,12
32,24.08,72.24,14,NA,10,18
77,60.98,57.73,8,NA,10,21
44.6,44.6,100,15,NA,3,8
14,6.98,73.13,10,NA,10,10
NA,NA,NA,7,NA,10,17
93.02,71.06,48.99,9,NA,10,16
NA,NA,NA,NA,NA,10,16
89.96,26.06,9.96,10,15,10,6
79,73.9,84.41,6,NA,10,18
100.94,62.06,28.15,0,NA,10,19
87.08,73.94,65.08,10,NA,10,15
NA,NA,NA,5,NA,10,20
69.08,66.92,92.83,6,NA,6,9
48.02,39.92,73.39,13,22,10,16
37.94,37.04,96.52,18,23,4,6
10.04,3.92,75.77,0,NA,1,16
NA,NA,NA,5,NA,5,17
NA,NA,NA,7,NA,10,20
80.06,69.98,71.39,5,NA,10,17
44.06,42.08,92.69,12,NA,5,12
48.92,32,51.85,5,NA,10,16
66.02,60.98,83.79,5,NA,9,10
50,19.4,NA,NA,NA,10,21
NA,NA,NA,7,NA,7,12
73.04,55.04,53.24,7,NA,10,15
57,54,89.68,3,NA,10,9
35.6,23,59.79,7,NA,10,8
84.92,69.08,59.14,7,NA,10,16
NA,NA,NA,10,NA,10,19
NA,NA,NA,7,NA,10,18
60.98,48.92,64.46,6,NA,10,18
26.96,17.06,65.84,3,NA,10,11
60.98,46.94,59.84,10,NA,10,19
86,77,74.61,11,NA,5,15
44.96,35.06,68.05,6,NA,10,1
NA,NA,NA,6,NA,10,7
33.08,30.92,91.66,3,NA,10,13
89.96,68,48.55,4,NA,6,16
75.02,69.08,81.79,3,NA,10,9
NA,NA,NA,NA,NA,NA,NA
73.94,55.94,53.37,9,16,10,18
46.04,14,27.11,4,NA,10,3
98.96,55.94,24.01,14,18,10,19
NA,NA,NA,4,NA,10,11
80.06,69.98,71.39,4,NA,10,13
NA,NA,NA,0,NA,10,16
80.06,60.98,52.19,11,NA,10,15
57.92,41,53.2,8,NA,10,15
66.92,60.98,81.22,6,NA,10,18
51.98,50,92.93,5,NA,3,14
55.04,48.02,77.15,5,NA,10,7
NA,NA,NA,NA,NA,NA,NA
69.8,68,94.01,6,NA,6,10
NA,NA,NA,0,NA,9,8
80.6,71.6,74.11,6,NA,10,7
73.94,62.96,68.57,5,NA,10,19
50,30.92,47.68,3,NA,10,15
73.04,64.94,75.75,7,NA,8,9
41,39.9,95.82,7,NA,4,16
81,77,87.67,10,NA,10,14
77,30.2,17.94,8,NA,10,18
44.06,28.04,53.03,3,NA,10,19
55.94,51.08,83.69,4,NA,10,11
NA,NA,NA,7,NA,2.5,18
60.8,55.4,82.37,4,NA,10,6
75.02,69.98,84.34,0,NA,10,7
91.94,42.08,17.75,0,NA,8,18
69.98,69.08,96.97,5,NA,0.5,7
NA,NA,NA,8,NA,10,16
NA,NA,NA,0,NA,10,15
55.04,53.06,93.02,4,NA,10,7
NA,NA,NA,6,NA,10,13
28.04,26.06,92.16,6,NA,4,11
44.06,41,88.9,10,NA,10,15
NA,NA,NA,5,NA,10,8
55.04,51.08,86.47,5,NA,10,17
NA,NA,NA,15,NA,10,18
55.4,50,81.99,3,NA,9,16
71.96,50,45.87,15,20,10,19
55.94,51.08,83.69,0,NA,10,8
55.04,35.06,46.77,11,17,10,9
35.96,19.04,49.83,13,NA,10,8
73.04,46.94,39.44,9,NA,10,21
NA,NA,NA,7,NA,9,12
62.06,37.94,40.75,8,NA,10,17
71.96,69.98,93.49,5,NA,8,11
66.02,53.06,62.96,4,NA,10,9
57,54,89.68,18,26,4,10
51.1,50,96,3,NA,10,6
80.96,75.02,82.19,4,NA,10,16
57.92,57.02,96.81,8,NA,3,10
69.98,23,16.87,6,NA,10,22
55.94,53.96,93.05,5,NA,0.12,15
77,55.94,48.19,4,NA,8,20
NA,NA,NA,7,NA,10,8
NA,NA,NA,6,NA,10,11
39.02,28.04,64.43,10,NA,10,10
69.98,46.04,42.29,8,NA,10,17
15.98,1.94,53.22,12,18,10,11
46,26.1,45.47,10,17,10,13
NA,NA,NA,0,NA,10,9
42.08,28.04,57.22,20,24,10,10
39.02,26.06,59.37,14,21,10,7
NA,NA,NA,10,NA,10,16
60.08,33.98,37.37,16,22,10,7
60.98,55.04,80.78,5,NA,10,6
39.92,30.02,67.45,7,NA,10,13
NA,NA,NA,6,NA,10,19
NA,NA,NA,11,NA,10,15
77,66.92,71.08,5,NA,10,13
68,59,72.92,0,NA,10,9
NA,NA,NA,5,NA,10,22
NA,NA,NA,7,NA,10,7
44.06,17.96,34.72,3,NA,10,8
NA,NA,NA,8,NA,10,8
59,35.06,40.54,0,NA,10,14
48.02,32,53.63,7,NA,7,21
NA,NA,NA,10,NA,10,13
39.02,37.94,95.86,6,NA,1.25,17
55.94,37.04,48.95,7,NA,10,18
44.96,42.98,92.72,14,NA,5,17
71.6,44.6,37.89,8,NA,10,6
75.02,64.94,70.88,3,NA,10,18
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
53.96,51.98,92.99,0,NA,10,11
64.94,50,58.39,7,NA,10,14
55.94,35.96,46.91,3,NA,10,18
55.4,53.6,93.65,7,NA,10,14
NA,NA,NA,14,NA,10,18
33.8,32,93.03,9,NA,2,10
46.04,46.04,100,10,NA,1.5,13
82.04,66.02,58.4,7,NA,10,21
53.96,46.04,74.48,4,NA,10,9
NA,NA,NA,7,NA,1,11
62.96,23,21.52,4,NA,10,14
87.08,66.92,51.24,8,NA,10,15
69.98,64.04,81.44,4,NA,10,7
60.98,55.94,83.47,3,NA,10,11
57.2,53.6,87.74,11,NA,4,18
NA,NA,NA,2,NA,10,13
62.6,57.2,82.5,11,21,3,19
53.96,32,43.04,9,18,10,8
NA,NA,NA,8,NA,10,17
78.98,53.06,40.64,8,NA,10,19
73.04,68,84.22,7,NA,10,16
51.08,44.96,79.48,5,NA,10,14
NA,NA,NA,3,NA,10,23
42.98,37.04,79.38,9,NA,10,11
NA,NA,NA,5,NA,10,20
62.1,54,74.75,4,NA,10,12
80.96,60.98,50.68,5,NA,10,18
51.98,35.96,54.22,7,NA,10,6
NA,NA,NA,3,NA,10,6
NA,NA,NA,6,NA,6,9
69.08,55.04,60.91,0,NA,10,14
28.94,23,78.18,0,NA,10,9
NA,NA,NA,5,NA,10,14
41,39.02,92.59,12,NA,4,9
30.2,3.2,31.04,0,NA,10,10
73.04,71.06,93.52,0,NA,10,10
60.08,55.04,83.41,3,NA,10,6
80.96,69.98,69.32,14,NA,10,8
17.96,12.02,77.17,8,NA,10,12
NA,NA,NA,20,29,10,8
NA,NA,NA,11,NA,1.75,6
55.94,48.02,74.67,3,NA,8,14
50,48.02,92.87,0,NA,10,7
51.08,42.98,73.69,0,NA,10,13
NA,NA,NA,NA,NA,10,10
NA,NA,NA,4,NA,10,13
44.06,39.92,85.25,8,NA,10,13
42.08,41,95.92,0,NA,7,11
26.06,19.94,77.32,17,26,10,21
75.02,66.02,73.59,10,NA,10,21
NA,NA,NA,0,NA,7,9
73.04,53.06,49.52,10,16,10,19
33.08,21.02,60.81,13,NA,10,17
NA,NA,NA,12,NA,10,15
84.2,73.4,70.08,6,NA,7,16
64.94,57.02,75.51,8,NA,10,14
37.94,28.04,67.21,6,NA,10,6
77,51.98,41.69,8,NA,10,20
69.8,42.8,37.61,5,NA,10,7
NA,NA,NA,NA,NA,NA,NA
37.04,33.08,85.43,3,NA,10,7
59,44.06,57.57,11,NA,10,10
46.04,39.92,79.07,5,NA,7,13
69.98,64.04,81.44,6,NA,8,22
NA,NA,NA,NA,NA,NA,NA
50,48.02,92.87,9,NA,10,13
73,69.1,87.59,9,NA,10,8
77,51.08,40.33,14,21,10,18
NA,NA,NA,7,NA,10,13
44.06,33.08,65.07,7,NA,10,14
21.02,8.96,59.08,5,NA,10,11
NA,NA,NA,NA,NA,NA,NA
41,37.04,85.67,5,NA,1.5,15
NA,NA,NA,0,NA,10,6
NA,NA,NA,9,NA,10,17
54,45,71.5,10,NA,10,10
37.94,24.08,57.04,4,NA,10,13
NA,NA,NA,10,NA,10,19
86,66.02,51.4,5,NA,10,17
57.02,53.96,NA,NA,NA,1,18
NA,NA,NA,4,NA,10,14
55.94,26.06,31.41,7,NA,10,6
64.04,51.98,64.84,0,NA,10,16
51.8,46.4,81.74,4,NA,10,14
66.92,55.94,67.79,4,NA,9,7
64.94,62.06,90.39,7,NA,5,21
60.98,57.02,86.79,0,NA,4,10
69.08,59,70.26,5,NA,10,16
66.92,60.08,78.66,16,25,10,10
44.96,44.06,96.63,17,NA,2,15
68,60.98,78.25,12,NA,10,13
NA,NA,NA,10,NA,10,9
62.96,55.04,75.33,4,NA,9,6
53.06,44.96,73.89,6,NA,10,10
82.94,60.08,46.03,9,NA,10,19
66.02,62.06,87.05,0,NA,7,7
73.04,64.04,73.41,8,NA,4,19
51.08,42.08,71.19,3,NA,10,6
51.98,32,46.28,6,NA,10,8
51.08,48.02,89.22,11,NA,10,17
32,21.02,63.51,6,NA,9,12
82.04,55.94,40.84,4,NA,10,19
30.92,17.06,55.99,15,19,10,19
48.92,39.02,68.51,3,NA,10,10
84.02,75.92,76.7,0,NA,10,15
37.04,17.96,45.58,7,NA,10,6
69.98,46.04,42.29,8,NA,10,22
NA,NA,NA,NA,NA,NA,NA
68,66.2,93.97,0,NA,10,11
33.98,24.08,66.72,4,NA,10,15
66,55.9,69.88,0,NA,10,19
NA,NA,NA,14,NA,10,15
44.06,41,88.9,0,NA,10,13
26.06,12.02,54.82,7,NA,10,6
28.94,24.98,84.93,0,NA,10,7
46.4,12.2,24.71,0,NA,10,23
57.92,37.94,47.22,3,NA,10,17
NA,NA,NA,8,NA,10,9
62.06,59,89.7,7,NA,10,9
64.04,33.08,31.34,21,24,10,19
NA,NA,NA,7,NA,10,15
NA,NA,NA,2,NA,10,8
62.96,59,86.9,3,NA,9,14
57.02,39.92,52.7,7,NA,10,17
62.96,53.96,72.42,6,NA,10,19
42.98,42.08,96.6,5,NA,6,15
NA,NA,NA,0,NA,8,11
NA,NA,NA,0,NA,10,19
NA,NA,NA,5,NA,10,10
98.96,41,13.72,3,NA,10,20
12.92,8.96,83.85,4,NA,6,7
87.98,37.94,17.12,3,NA,10,20
50,44.06,79.94,9,NA,10,14
59,44.06,57.57,7,NA,10,12
NA,NA,NA,11,NA,10,19
NA,NA,NA,4,NA,10,13
75.92,62.06,62.17,14,NA,10,18
53.06,44.96,73.89,16,25,10,20
57.2,48.2,71.83,7,NA,10,12
86,50,28.9,15,23,10,19
NA,NA,NA,NA,NA,10,19
NA,NA,NA,NA,NA,NA,NA
28.94,17.06,60.69,18,24,10,19
NA,NA,NA,7,NA,10,6
NA,NA,NA,15,NA,10,6
17.96,12.02,77.17,10,NA,10,13
NA,NA,NA,9,14,10,13
NA,NA,NA,6,NA,10,9
51.08,37.04,58.49,8,NA,10,18
NA,NA,NA,0,NA,10,11
48.92,37.04,63.39,14,29,10,11
23,17.96,80.71,3,NA,10,9
78.08,64.94,64.03,5,NA,9,10
NA,NA,NA,3,NA,10,13
69.98,15.98,12.5,6,NA,10,16
NA,NA,NA,0,NA,10,12
NA,NA,NA,12,NA,4,18
44.96,33.08,62.87,7,NA,10,9
24.08,15.08,68.09,4,NA,10,14
NA,NA,NA,12,NA,10,19
80.06,53.06,39.22,15,24,10,17
50,42.08,74.1,5,NA,10,12
59,55.04,86.69,6,NA,10,7
69.8,62.6,77.9,0,NA,6,18
59,59,100,3,NA,0.25,10
57.02,51.98,83.21,9,NA,8,9
64.04,59,83.66,6,NA,6,17
44.96,28.94,53.17,3,NA,9,7
37.04,30.02,75.5,5,NA,10,12
62.06,55.94,80.34,5,NA,10,9
62.06,37.04,39.33,8,NA,10,11
53.96,48.02,80.25,5,NA,10,11
50,35.06,56.3,6,NA,10,15
32,28.04,85.12,0,NA,6,9
48.92,37.04,63.39,8,NA,10,13
62.06,48.92,62.04,6,NA,10,15
NA,NA,NA,NA,NA,NA,NA
69.08,28.04,21.45,0,NA,10,8
NA,NA,NA,NA,NA,NA,NA
73.04,37.04,26.93,17,22,10,7
NA,NA,NA,6,NA,10,12
54,52,92.92,6,NA,10,12
NA,NA,NA,4,NA,4,16
NA,NA,NA,7,NA,10,14
